RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9829,15574523,Cheng,576,France,Male,39,1,0,2,1,1,68814.23,0
8794,15574554,Pugh,537,Germany,Male,66,8,103291.25,2,1,1,130664.79,0
6063,15574558,Gunter,718,Spain,Male,32,8,0,2,1,1,41399.33,0
9886,15574584,Fang,670,France,Male,33,8,126679.69,1,1,1,39451.09,0
9295,15574608,Sidorova,713,France,Male,36,8,133889.35,1,1,1,143265.65,0
169,15574692,Pinto,667,Spain,Female,39,2,0,2,1,0,40721.24,1
9026,15574743,Chiu,577,Spain,Male,29,2,0,1,1,1,168924.41,0
4965,15574761,Lynch,466,France,Female,41,3,33563.95,2,1,0,178994.13,1
1892,15574783,Perkins,584,France,Female,37,1,0,2,1,1,180363.56,0
5884,15574795,Lombardo,495,France,Female,38,2,63093.01,1,1,1,47089.72,0
8476,15574830,Townsley,633,Germany,Male,58,2,128137.42,2,1,0,147635.33,1
2422,15574842,Lorenzo,653,Germany,Female,25,2,158266.42,3,1,1,199357.24,0
8503,15574858,Page,530,France,Male,37,8,0,2,1,1,287.99,0
4925,15574868,Lowell,792,Germany,Male,36,5,115725.24,2,0,0,1871.25,0
1726,15574879,Wright,631,Germany,Female,37,2,121801.72,2,0,1,23146.62,0
2416,15574886,Palerma,706,France,Male,32,6,94486.47,1,1,1,146949.74,0
2674,15574910,Ferguson,601,France,Male,50,2,115625.07,1,1,0,185855.21,0
1869,15574947,Cartwright,656,France,Male,36,8,97786.08,2,0,1,21478.36,0
3123,15575002,Ferguson,676,France,Male,29,4,140720.93,1,1,0,36221.18,0
668,15575024,Uwaezuoke,503,France,Male,29,3,0,2,1,1,143954.99,0
6383,15575060,Gardner,797,France,Male,24,5,0,2,1,0,182257.61,0
3318,15575119,Hughes,779,France,Male,71,3,0,2,1,1,146895.36,1
7657,15575146,Jamieson,492,Germany,Male,51,8,117808.74,2,1,1,67311.12,0
8413,15575147,Wall,699,France,Male,22,9,99339,1,1,0,68297.61,1
79,15575185,Bushell,757,Spain,Male,33,5,77253.22,1,0,1,194239.63,0
2760,15575214,Ch'en,709,France,Male,37,7,0,1,1,0,159486.76,0
7115,15575243,Gorbunova,764,France,Female,39,1,129068.54,2,1,1,187905.12,0
3223,15575247,Cartwright,524,France,Male,30,1,0,2,1,0,126812.85,0
8819,15575391,Claypool,677,France,Female,37,3,0,2,1,1,38252.25,0
6635,15575399,Somadina,480,France,Female,42,1,152160.21,2,1,0,101778.9,0
1657,15575409,Rozhkova,581,Germany,Male,31,6,116891.72,1,1,0,107137.3,0
1234,15575410,Chidiegwu,667,Germany,Female,39,4,83765.35,2,1,0,118358.54,0
1332,15575417,Chou,849,Germany,Male,37,7,143452.74,2,1,1,17294.12,0
5738,15575428,Mistry,682,Germany,Female,35,2,117438.92,2,1,1,16910.98,0
7530,15575430,Robson,579,France,Female,33,1,118392.75,1,1,1,157564.75,0
7180,15575438,Pease,613,France,Male,42,7,115076.06,1,1,1,79323.61,0
8557,15575445,Ferguson,629,Spain,Male,41,10,150148.51,1,0,0,6936.27,0
9320,15575486,Okoli,529,France,Female,27,1,0,2,1,1,37769.98,0
129,15575492,Kennedy,828,France,Female,41,7,0,2,1,0,171378.77,0
4795,15575498,Gould,705,France,Female,39,5,149379.66,2,1,0,96075.55,0
5292,15575510,Milanesi,659,France,Female,32,2,155584.21,1,0,1,153662.88,0
1147,15575581,Dickson,614,Germany,Female,30,3,131344.52,2,1,0,54776.64,0
7086,15575605,Napolitano,725,France,Male,38,6,0,2,1,1,158697.28,0
6868,15575619,Teakle,656,Spain,Female,32,1,104254.27,1,1,1,17034.37,0
6095,15575623,Simpson,589,France,Female,31,10,110635.32,1,1,0,148218.86,0
3982,15575676,Chung,638,France,Male,24,1,0,2,0,1,162597.15,0
6300,15575679,Lori,590,France,Male,24,7,126431.54,1,1,0,58781.11,0
4064,15575691,Palerma,689,France,Female,58,5,0,2,0,1,49848.86,0
2997,15575694,Yobachukwu,729,Spain,Female,45,7,91091.06,2,1,0,71133.12,0
3901,15575748,Conti,809,France,Male,36,9,68881.59,2,0,1,109135.11,0
5508,15575759,Bentley,583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1
4872,15575858,Bergamaschi,763,France,Male,40,3,0,2,1,0,134281.11,0
836,15575883,Manna,559,France,Male,34,2,137390.11,2,1,0,9677,0
4902,15575935,Baxter,673,France,Male,59,0,178058.06,2,0,1,21063.71,1
4416,15575955,Lujan,764,France,Female,24,0,0,2,1,0,88724.49,0
6609,15576000,Chibueze,765,France,Male,40,6,138033.55,1,1,1,67972.45,0
8717,15576022,Nwachinemelu,565,France,Male,38,5,0,2,0,1,80630.32,0
2799,15576044,Macdonald,579,Germany,Male,28,6,150329.15,1,1,0,145558.42,0
9120,15576065,Sims,731,Spain,Female,40,5,171325.98,1,1,1,159718.27,1
8180,15576077,Kelly,610,France,Female,27,9,159561.93,1,0,1,103381.47,0
1809,15576085,Stone,739,France,Male,41,5,0,2,0,0,143882.25,0
3889,15576094,Sung,743,France,Male,71,0,0,2,0,1,29837.65,0
8048,15576111,Reagan,734,Germany,Male,33,5,121898.58,1,1,0,61829.89,0
8677,15576124,Muravyova,582,France,Male,41,1,40488.76,1,1,0,128528.83,0
2743,15576126,Young,649,France,Female,41,2,125785.23,1,1,1,70523.92,0
7821,15576131,Phillips,666,France,Male,40,5,0,2,1,0,147878.05,0
5110,15576156,Abazu,710,Spain,Female,28,6,0,1,1,0,48426.98,0
1349,15576162,King,615,France,Male,32,7,92199.84,1,1,1,2755.53,0
3670,15576185,Sinclair,653,France,Male,29,2,0,2,1,1,41671.81,0
6366,15576196,Benson,743,Spain,Female,48,5,118207.69,2,0,0,186489.14,1
9222,15576216,Chienezie,655,Germany,Female,37,4,108862.76,1,1,0,79555.08,1
3050,15576219,Cameron,615,France,Male,32,4,0,2,1,1,6225.63,0
350,15576256,Yusupova,582,France,Male,39,5,0,2,1,1,129892.93,0
3396,15576263,Clements,759,France,Female,22,5,0,1,1,0,22303.17,0
245,15576269,Madison,523,Spain,Male,34,7,0,2,1,0,62030.06,0
6197,15576304,Bailey,698,France,Male,29,5,95167.55,1,1,1,152723.23,0
429,15576313,Wei,486,Germany,Female,40,9,71340.09,1,1,0,76192.21,0
583,15576352,Revell,586,Spain,Female,57,3,0,2,0,1,6057.81,0
2826,15576360,Ch'iu,600,France,Male,40,1,141136.79,1,1,1,67803.83,0
671,15576368,Bledsoe,624,Germany,Female,48,3,122388.38,2,0,0,30020.09,0
1582,15576517,Everingham,445,Germany,Female,34,7,131082.17,2,1,1,70618,0
8034,15576526,Steele,850,Spain,Male,36,6,0,2,0,1,41291.05,0
4731,15576550,Ugochukwu,619,Spain,Female,38,1,0,1,1,0,112442.63,1
1314,15576602,Lawrence,809,France,Male,38,3,0,2,1,1,80061.31,0
9854,15576615,Giordano,719,Spain,Male,37,10,145382.61,1,1,0,80408.59,0
506,15576623,Outlaw,584,France,Male,31,5,0,2,1,0,31474.27,0
5231,15576641,Crawford,733,Germany,Male,40,5,125725.02,2,1,1,50783.1,0
1913,15576644,Lin,687,Germany,Female,29,4,78939.15,1,1,0,122134.56,1
1595,15576676,Serrano,706,Germany,Female,28,6,124923.35,2,1,1,50299.14,0
7598,15576680,Stevenson,736,France,Male,29,4,0,2,0,0,51705.01,0
1336,15576683,Yin,568,Spain,Female,43,9,0,1,1,0,125870.79,1
6695,15576706,Ajuluchukwu,651,Germany,Male,37,9,114453.58,1,0,1,175820.91,0
1578,15576714,Manna,687,Spain,Female,21,8,0,2,1,1,154767.34,0
2667,15576723,Ts'ai,740,France,Female,37,7,0,2,1,1,194270.91,0
4688,15576745,Fyodorov,769,France,Male,48,2,96542.16,2,0,1,197885.72,0
2682,15576760,Onodugoadiegbemma,673,Germany,Male,36,5,73088.06,2,0,0,196142.26,0
5639,15576774,Stevenson,729,France,Female,38,7,0,2,0,0,45779.9,0
2722,15576824,Kennedy,564,Germany,Female,44,3,111760.4,3,1,1,104722.47,1
3405,15576928,Walsh,573,France,Female,23,2,0,1,1,0,122964.18,0
6274,15576935,Ampt,743,Spain,Male,43,2,161807.18,2,0,1,93228.86,1
2306,15576945,Clements,582,France,Male,29,0,0,1,1,0,142516.35,0
8161,15576990,Taplin,790,Germany,Female,25,5,152885.77,1,1,0,58214.79,0
8614,15577018,Tsao,684,Germany,Female,26,2,114035.39,1,0,0,96885.19,0
2518,15577064,Onyekaozulu,592,Germany,Male,36,2,104702.65,2,1,0,107948.72,0
2057,15577078,Zakharov,539,Spain,Male,38,6,0,1,1,1,152880.07,1
8360,15577107,Milne,657,Spain,Female,22,6,0,3,0,1,168412.07,1
6988,15577170,Manfrin,532,France,Male,60,5,76705.87,2,0,1,13889.73,0
2967,15577178,Genovese,511,France,Male,45,5,68375.27,1,1,0,193160.25,1
1508,15577274,Genovese,549,Germany,Female,43,3,134985.66,1,1,0,6101.41,0
6123,15577313,Lionel,619,France,Male,44,3,116967.68,1,1,0,5075.17,1
8201,15577359,Bezrukov,767,Spain,Male,47,5,0,1,1,0,121964.46,1
7971,15577398,Ch'eng,850,France,Male,30,6,86449.39,1,1,1,188809.23,0
6111,15577402,Grant,593,France,Male,31,9,0,2,0,1,20492.16,0
6429,15577423,Mosley,627,Germany,Female,39,5,124586.93,1,1,0,93132.61,1
1040,15577478,Ch'iu,714,France,Female,72,3,0,1,1,1,86733.61,0
3259,15577514,Mai,698,Germany,Female,36,7,121263.62,1,1,1,13387.88,0
7145,15577515,Sung,554,Germany,Female,55,0,108477.27,1,0,1,140003,1
4183,15577587,Reynolds,550,Germany,Male,52,5,121016.23,1,1,1,41730.37,1
8630,15577598,Chiang,651,Spain,Male,23,4,115636.05,2,1,0,70400.86,0
21,15577657,McDonald,732,France,Male,41,8,0,2,1,1,170886.17,0
5731,15577683,Maclean,539,France,Female,29,4,0,2,1,1,100919.19,0
9884,15577695,Zito,678,France,Male,41,2,148088.11,1,1,0,14083.12,0
3700,15577700,Rapuokwu,749,France,Male,37,10,185063.7,2,1,1,134526.87,0
4279,15577751,Pisano,759,Germany,Male,30,4,101802.67,1,0,0,8693.8,0
7399,15577771,Akabueze,453,Germany,Female,40,1,111524.49,1,1,1,120373.84,1
3277,15577806,Chiu,794,Germany,Female,54,1,75900.84,1,1,1,192154.66,0
3849,15577831,Byrne,560,Germany,Male,41,4,152532.3,1,0,0,10779.69,0
8747,15577905,Hammond,660,France,Male,34,8,106486.66,2,0,1,182262.66,0
9430,15577913,Oliver,651,France,Female,32,8,144581.96,1,1,1,87609.5,0
4325,15577970,Alexeeva,489,France,Male,34,5,0,1,0,0,43540.59,0
4601,15577985,Chinomso,574,France,Female,34,5,112324.45,2,1,1,17993.43,0
6806,15577988,Skinner,614,France,Female,35,1,0,2,1,1,3342.62,0
3720,15577999,Sleeman,850,France,Female,62,1,124678.35,1,1,0,70916,1
3034,15578006,Yao,787,France,Female,85,10,0,2,1,1,116537.96,0
407,15578045,Mitchell,538,Spain,Female,49,9,141434.04,1,0,0,173779.25,1
5580,15578073,Barker,686,Spain,Male,22,8,0,2,0,0,142331.85,0
3797,15578096,Nnachetam,537,France,Male,26,7,106397.75,1,0,0,103563.23,0
9675,15578098,Jamieson,600,France,Male,31,8,0,2,1,1,121555.51,0
8031,15578141,Chien,592,Spain,Male,38,3,0,1,1,1,12905.89,1
8997,15578156,Anenechukwu,615,Spain,Male,32,5,138521.83,1,1,1,56897.1,0
484,15578186,Pirozzi,486,Germany,Male,37,9,115217.99,2,1,0,144995.33,0
3754,15578211,Connolly,777,France,Male,23,6,0,2,1,1,163225.48,0
5344,15578238,Calabrese,727,France,Male,47,7,0,2,1,0,193305.35,0
3374,15578251,Fang,644,France,Male,37,2,186347.97,2,1,0,92809.73,0
2373,15578297,Ebelegbulam,737,Germany,Female,43,1,125537.38,1,1,0,138510.01,1
5876,15578307,Lucchese,512,France,Female,33,6,121685.31,2,1,1,83681.97,0
3595,15578369,Chiedozie,652,,Female,37,9,145219.3,1,1,0,159132.83,0
9877,15578374,Gilroy,620,Spain,Male,36,7,169312.72,1,1,0,45414.09,0
5519,15578375,Farrell,628,France,Male,39,6,0,2,0,0,134441.6,0
4476,15578435,Langlands,640,France,Male,40,8,110340.68,1,1,1,157886.6,0
4257,15578462,Hs?,596,Spain,Female,76,9,134208.25,1,1,1,13455.43,0
1229,15578515,Osinachi,659,France,Female,38,3,0,2,1,0,158553.1,0
6281,15578546,Akobundu,491,Germany,Male,26,4,102251.14,1,1,1,145900.89,0
1743,15578603,Alexeieva,584,Germany,Female,54,1,77354.37,1,0,0,138192.98,1
4725,15578648,Marino,543,Germany,Male,49,6,59532.18,1,1,0,104253.56,0
8795,15578671,Webb,706,Spain,Female,29,1,209490.21,1,1,1,133267.69,1
7341,15578722,Bradley,689,France,Male,39,4,0,2,1,0,196112.45,0
3064,15578738,Tuan,609,France,Male,32,7,71872.19,1,1,1,151924.9,0
8407,15578747,Chineze,701,Spain,Male,26,5,83600.24,1,0,1,59195.05,0
722,15578761,Cunningham,459,Spain,Female,42,6,129634.25,2,1,1,177683.02,1
4664,15578783,Mai,620,Germany,Male,35,0,76989.97,1,1,1,17242.79,0
8919,15578787,Goddard,641,France,Female,52,4,0,1,1,0,90964.54,1
8714,15578788,Bibi,786,Spain,Male,40,6,0,2,0,0,41248.8,0
2246,15578799,Anayolisa,625,France,Female,58,10,53772.73,1,1,1,192072.1,1
2536,15578809,Hao,651,Germany,Male,40,1,134760.21,2,0,0,174434.06,1
2453,15578825,Golubev,734,France,Female,29,0,139994.66,1,1,0,17744.72,0
8824,15578835,Brookes,675,Spain,Female,50,1,133204.91,1,0,1,8270.06,0
9925,15578865,Palerma,632,Germany,Female,50,5,107959.39,1,1,1,6985.34,1
1196,15578866,Hughes,676,France,Female,43,2,0,1,1,1,55119.53,0
9802,15578878,Hancock,569,Spain,Female,30,3,139528.23,1,1,1,33230.37,0
2087,15578908,Todd,725,Spain,Female,32,0,0,2,1,1,138525.19,0
716,15578977,Robinson,786,France,Male,34,9,0,2,1,0,144517.19,0
813,15578980,Piazza,516,Spain,Female,33,3,0,2,1,1,58685.59,0
6402,15579040,Hs?,556,France,Female,46,10,0,2,0,0,109184.24,0
1409,15579062,Chu,707,France,Male,32,9,0,2,0,0,30807.02,0
8392,15579074,Obiajulu,619,Germany,Male,38,10,84651.79,1,1,1,184754.26,0
6954,15579109,Napolitano,574,Germany,Male,35,5,163856.76,1,1,1,15118.2,0
4480,15579112,Gibson,598,France,Male,47,2,0,2,1,1,186116.54,0
2408,15579130,Chidiegwu,708,Germany,Female,43,0,118994.84,1,1,0,181499.77,1
8968,15579131,Ricci,835,France,Male,25,7,0,2,1,1,83449.65,0
2289,15579166,Munro,619,France,Female,30,7,70729.17,1,1,1,160948.87,0
8322,15579183,Spaull,586,France,Male,64,1,0,2,1,1,53710.23,0
9086,15579189,Mitchell,690,France,Female,42,5,0,2,0,1,120512.08,0
8522,15579207,Watkins,545,France,Male,37,3,91184.01,1,1,0,105476.65,0
2276,15579208,Chikezie,550,France,Female,48,6,0,2,1,1,191870.28,0
3247,15579212,Chuang,638,France,Male,57,6,0,1,1,0,33676.48,1
6691,15579223,Niu,573,Germany,Male,30,8,127406.5,1,1,0,192950.6,0
2850,15579262,Shearston,497,France,Male,41,9,0,1,0,0,22074.48,0
7909,15579287,Rossi,581,France,Male,35,4,0,2,0,1,86383.82,0
688,15579334,Watkins,769,Germany,Female,45,5,126674.81,1,1,0,124118.71,1
9473,15579345,Murphy,775,Germany,Female,74,0,161371.5,1,1,1,134869.93,0
4349,15579387,Ni,635,Germany,Female,44,2,79064.85,2,0,1,113291.75,0
4879,15579433,Pugh,793,Spain,Male,29,8,96674.55,2,0,0,192120.66,0
6851,15579526,O'Meara,551,,Male,42,1,50194.59,1,1,1,23399.58,0
5191,15579548,Nicholson,735,,Male,36,5,0,2,1,0,105152.17,0
5169,15579559,Chienezie,544,,Male,30,8,145241.63,1,1,1,80676.83,0
4324,15579566,Li Fonti,616,,Female,43,3,120867.18,1,1,0,18761.92,1
7263,15579583,Hall,641,,Female,40,4,101090.27,1,1,1,51703.09,0
5276,15579616,Goodwin,683,,Female,42,8,0,2,0,1,198134.9,0
4654,15579617,Sinclair,489,,Female,51,3,0,2,0,1,174098.28,1
2755,15579647,Oluchukwu,682,,Male,42,0,0,1,1,1,160828.98,0
1667,15579706,Curtis,611,,Female,46,5,0,1,1,0,77677.14,1
5970,15579714,Pan,542,,Female,29,7,0,2,0,1,196651.72,0
6345,15579777,Sazonova,850,,Male,41,3,0,2,1,0,128892.36,0
3068,15579781,Buccho,806,,Male,31,10,138653.51,1,1,0,190803.37,0
6033,15579787,Nkemakonam,686,,Male,39,4,0,2,1,0,155023.93,0
4177,15579808,Kramer,754,,Female,39,8,129401.87,1,1,1,87684.93,0
9643,15579820,Robertson,704,,Male,38,6,106687.76,1,1,0,173776.5,0
5133,15579826,Young,439,,Female,66,9,0,1,1,0,65535.56,0
6022,15579891,Milani,714,,Male,52,4,100755.66,1,1,1,186775.25,0
6004,15579892,Doyle,708,,Male,19,7,112615.86,1,1,1,4491.77,0
4466,15579914,Garcia,633,,Male,30,2,109786.82,2,1,1,139712.81,0
5060,15579915,Glennon,707,,Male,29,4,0,2,1,0,139953.94,0
9978,15579969,Mancini,683,,Female,32,9,0,2,1,1,24991.92,0
6422,15579994,Shaw,616,,Male,23,8,73112.95,1,1,1,62733.05,0
4652,15579996,Iroawuchi,524,,Female,25,7,131402.21,1,0,0,193668.49,0
8452,15580043,Murray,575,,Female,22,8,105229.34,1,1,1,34397.08,0
4776,15580068,Buccho,526,,Male,35,5,0,2,1,1,105618.14,0
4040,15580134,Crawford,479,,Male,27,2,172463.45,1,1,1,40315.27,0
103,15580146,Hung,738,,Male,31,9,82674.15,1,1,0,41970.72,0
706,15580148,Welch,750,,Male,40,5,168286.81,3,1,0,20451.99,1
8828,15580149,Fowler,638,,Male,41,7,0,2,1,0,43889.41,0
122,15580203,Kennedy,674,,Male,39,6,120193.42,1,0,0,100130.95,0
8582,15580213,McIntyre,585,,Female,43,2,0,2,1,0,89402.54,0
5451,15580227,Moss,803,,Male,33,6,0,2,1,0,115676.61,0
6067,15580249,Lori,502,,Male,45,0,0,1,0,0,84663.21,0
4270,15580252,Waters,748,,Male,44,4,112610.77,1,0,1,2048.55,0
7509,15580366,Okechukwu,566,,Male,54,4,118614.6,2,1,1,172601.62,0
9871,15580462,Corby,607,,Male,40,1,112544.45,1,1,1,19842.22,0
4718,15580487,Martin,627,,Male,38,8,106922.92,2,0,1,84270.09,0
9652,15580493,Chin,469,,Male,33,1,127818.52,1,1,0,163477.22,0
6174,15580560,Harris,769,,Female,73,1,0,1,1,1,29792.11,0
7586,15580579,Trevisani,490,,Female,40,1,0,1,1,1,49594.19,1
8996,15580623,Yefremova,573,,Male,28,8,0,2,0,0,77660.03,0
3552,15580629,Blackwood,604,,Male,31,6,134837.58,1,1,0,192029.19,0
4567,15580682,Tsai,652,,Female,40,4,79927.36,2,1,1,33524.6,0
642,15580684,Feng,706,,Female,29,5,112564.62,1,1,0,42334.38,0
5372,15580701,Ma,712,,Male,33,3,153819.58,1,1,0,79176.09,1
4665,15580719,Davis,697,,Female,23,10,0,2,1,1,79734.23,0
9635,15580805,Marino,655,,Male,27,10,0,2,1,0,51620.94,0
1496,15580845,Chienezie,685,,Male,57,7,101868.51,1,0,1,113483.96,0
6603,15580872,Chinweike,761,,Female,38,1,120530.13,2,1,0,109394.62,0
9268,15580912,McNeill,748,,Male,32,5,154737.88,2,1,1,172638.13,0
7032,15580914,Okechukwu,478,,Male,48,0,83287.05,2,0,1,44147.95,1
3855,15580935,Okechukwu,687,,Male,33,9,135962.4,2,1,0,121747.96,0
9447,15580953,Forbes,544,,Male,30,4,73218.89,1,0,1,126796.69,0
965,15580956,McNess,683,,Female,43,4,115888.04,1,1,1,117349.19,1
3456,15580988,Odell,842,,Male,29,8,0,2,1,1,123437.05,0
2640,15581036,Beyer,712,,Female,40,3,109308.79,2,1,0,120158.72,1
9461,15581089,Knight,744,,Male,35,7,0,2,1,1,43036.6,0
3796,15581102,Baresi,554,,Female,22,8,0,2,0,1,142670.61,0
9809,15581115,Middleton,603,,Female,39,9,76769.68,1,0,0,48224.72,0
436,15581197,Ricci,762,,Female,51,3,99286.98,1,0,1,85578.63,0
2929,15581198,Jenkins,668,Germany,Female,39,0,122104.79,1,1,0,112946.67,1
877,15581229,Gregory,502,Germany,Female,32,1,173340.83,1,0,1,122763.95,0
5468,15581237,Biryukova,573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0
3407,15581252,Dolgorukova,632,Spain,Female,29,7,80922.75,1,1,0,7820.78,0
3927,15581280,Atkinson,714,Germany,Male,29,6,92887.13,1,1,1,69578.49,0
3166,15581282,Lucchese,651,France,Female,39,6,0,1,1,0,24176.44,0
7829,15581286,Castro,734,France,Female,40,9,176914.8,1,1,1,12799.23,0
5625,15581295,Ch'ien,617,Spain,Female,45,1,0,1,1,0,143298.06,0
6164,15581323,White,488,Germany,Female,28,7,139246.22,2,1,0,106799.49,0
6594,15581332,Pan,655,Germany,Female,30,1,83173.98,2,1,1,184259.6,0
8165,15581370,Andreyeva,681,Spain,Male,38,2,99811.44,2,1,0,23531.5,0
6031,15581388,Y?an,487,Spain,Male,33,8,145729.71,1,1,0,41365.85,0
2336,15581440,Christie,724,Germany,Female,48,6,110463.25,2,1,1,80552.11,1
1039,15581479,Archer,523,France,Male,30,1,83181.29,1,1,1,138176.78,0
6556,15581505,Bales,641,France,Male,35,5,0,2,1,0,93148.93,0
4956,15581525,Walker,775,Germany,Male,33,3,83501.66,2,1,0,128841.31,0
5242,15581526,Iweobiegbulam,574,France,Male,41,1,0,2,0,0,70550,0
316,15581539,Atkinson,474,Spain,Male,37,3,0,2,0,0,57175.32,0
2643,15581548,Kaodilinakachukwu,637,Spain,Female,22,5,98800,1,1,0,122865.55,0
9536,15581551,Yobachukwu,850,Spain,Male,41,8,132838.07,1,1,1,175347.28,0
2813,15581620,Franklin,597,France,Male,28,2,0,3,1,1,78707.97,0
8955,15581626,Mancini,664,France,Male,54,8,0,1,1,1,162719.69,1
3072,15581654,Long,798,France,Male,32,7,0,2,0,1,37731.95,0
7578,15581700,Paterson,615,Germany,Male,43,3,86920.86,1,1,1,150048.37,0
4648,15581733,Bates,781,France,Female,28,4,0,2,1,0,177703.15,0
9987,15581736,Bartlett,673,Germany,Male,47,1,183579.54,2,0,1,34047.54,0
2728,15581748,Shen,754,Germany,Male,57,2,101134.87,2,1,1,70954.41,0
4328,15581811,Chukwubuikem,678,Germany,Female,30,1,139676.95,2,0,1,16146,0
2066,15581840,DeRose,626,France,Male,33,8,0,2,1,0,138504.28,0
7272,15581871,Butler,504,Germany,Male,42,7,131287.36,2,1,1,149697.78,0
8626,15581893,Ginikanwa,747,France,Male,43,1,130788.71,1,0,1,101495,1
6962,15581968,Reid,745,France,Female,33,1,0,2,1,1,174431.01,0
3387,15582016,Fiorentini,766,Spain,Male,41,6,99208.46,2,1,0,62402.38,0
6389,15582033,Manfrin,753,Germany,Male,44,3,138076.47,1,1,0,15523.09,1
3116,15582066,Maclean,561,France,Male,21,4,0,1,1,1,36942.35,0
4987,15582090,Iroawuchi,684,Spain,Female,36,4,0,1,1,0,117038.96,0
8399,15582116,Ma,767,Germany,Female,45,7,132746.2,2,1,0,26628.88,1
7716,15582129,Hsia,517,France,Male,62,1,43772.66,3,1,0,187756.24,1
7958,15582149,Ts'ui,850,Germany,Female,34,3,129668.43,2,1,1,88743.99,0
6269,15582154,Crawford,670,France,Female,45,5,47884.92,1,1,1,54340.24,0
5440,15582168,Muravyova,713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0
1395,15582180,Lees,561,France,Male,29,9,120268.13,1,1,1,173870.39,0
4779,15582246,Rowe,737,Spain,Female,45,2,0,2,0,1,177695.67,0
1670,15582259,Campbell,567,France,Female,37,7,0,2,1,1,28690.9,0
4315,15582276,Greco,638,France,Male,34,5,133501.36,1,0,1,155643.04,0
2669,15582325,Jennings,524,France,Male,52,2,87894.26,1,1,0,173899.42,1
4839,15582335,Brown,556,France,Female,40,9,129860.37,1,0,0,17992.94,0
5101,15582404,Miller,572,Spain,Female,26,5,0,2,1,0,119381.41,0
2996,15582492,Moore,535,France,Female,29,2,112367.34,1,1,0,185630.76,0
8433,15582519,Seleznyov,479,France,Male,47,6,121797.09,1,0,1,5811.9,1
6016,15582591,Chiabuotu,615,Spain,Male,59,4,155766.05,1,1,1,110275.17,0
978,15582616,Y?an,520,France,Female,38,4,0,2,1,0,56388.63,0
2297,15582714,Napolitani,749,Germany,Male,47,9,110022.74,1,0,1,135655.29,1
762,15582741,Maclean,693,France,Female,35,5,124151.09,1,1,0,88705.14,1
3603,15582762,Mazzanti,667,Spain,Male,77,2,0,1,1,1,34702.92,0
962,15582797,Ch'iu,685,Spain,Male,35,4,137948.51,1,1,0,113639.64,0
4817,15582841,Butusov,600,France,Male,29,8,0,2,0,1,34747.43,0
8471,15582847,Yermakova,662,France,Male,26,0,0,2,0,1,72929.96,0
4745,15582849,McIntosh,757,France,Female,51,1,0,1,1,1,22835.13,1
8637,15582892,Scott,601,France,Male,46,2,99786.07,1,1,1,32683.88,1
9434,15582903,Edwards,643,France,Male,39,7,0,2,1,1,170392.59,0
3759,15582910,Turnbull,514,France,Male,38,4,112230.38,1,1,0,16717.11,1
2647,15582944,Becker,425,Spain,Female,39,5,0,2,1,0,140941.47,0
5432,15582951,Crawford,696,France,Female,25,8,126442.59,1,1,0,121904.44,0
2279,15582960,Short,473,France,,33,5,125827.43,1,0,1,145698.73,0
9138,15583026,Welch,535,France,Female,38,0,135919.33,1,1,0,80425.65,0
5998,15583033,Huguley,640,France,Female,20,4,0,2,0,1,78310.82,0
2604,15583049,Wallace,643,Germany,Female,34,7,160426.07,1,0,1,188533.11,0
7314,15583067,McMillan,687,France,Female,36,4,97157.96,1,0,1,63185.05,0
5562,15583073,Martin,771,Spain,Female,56,2,0,1,1,1,25222.6,1
6640,15583076,Deleon,588,Germany,Male,41,6,106116.56,2,1,0,198766.61,0
1850,15583090,Komar,581,Spain,Female,29,8,0,2,1,0,46735.19,0
3168,15583137,Pope,637,France,Female,48,7,130806.99,2,1,1,132005.85,1
9273,15583138,Persse,739,France,Male,42,2,141642.92,2,1,0,172149.76,0
761,15583212,Chidozie,600,France,Female,43,5,134022.06,1,1,0,194764.83,0
9735,15583221,Arnold,667,Germany,Male,70,3,77356.92,2,1,1,20881.96,0
4758,15583278,Greece,743,Spain,Female,36,8,92716.96,1,1,1,33693.78,0
370,15583303,Monaldo,593,France,Female,29,2,152265.43,1,1,0,34004.44,0
4635,15583353,Floyd,610,Spain,Female,45,3,0,1,1,0,38276.84,1
2504,15583364,McGregor,476,France,Female,32,6,111871.93,1,0,0,112132.86,0
6440,15583371,Artemiev,632,Spain,Male,37,1,138207.08,1,1,0,60778.11,1
